ApprovalOrderID,IssuedOn,PDFLink,OwnerName,SourceName,PhysicalStreet,PhysicalCity,PhysicalState,PhysicalZip,SourceContactName,SourceContactPhone,SourceContactEmail,UTM_Easting,UTM_Northing,UTM_Zone,UTM_Datum,SIC_Code,GeneralDescription,NSR_Classification,Source_Classification,Applicable_Federal_Standards,Project_Description,CO2e_TPY,CO_TPY,NOx_TPY,PM10_TPY,PM25_TPY,SO2_TPY,VOC_TPY,Total_HAPs_TPY
DAQE-AN103350059-12,2012-09-13,https://daqpermitting.utah.gov/DocViewer?IntDocID=59726&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 366-2036,Michelle.D.Bujdoso@tsocorp.com,423400,4515950,12,,5171,"On December 21, 2011, Tesoro Refining and Marketing Company (Tesoro) submitted a revised NOI for the Waxy Crude Processing Project. Although the NOI was submitted primarily to modify",,,,,,2.0,,10.0,2.5,,307.0,
DAQE-AN103350055-11,2011-12-07,https://daqpermitting.utah.gov/DocViewer?IntDocID=53340&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 366-2036,jjenks@utah.gov,423400,4515950,12,,5171,"This is an administrative amendment to consolidate multiple AOs issued to Tesoro Refining and Marketing Company. The company has formed a limite d partnership called Tesoro Logistics Operations, LLC (TLO) which will receive the assets of the truc k loading rack and northwest tank farm. This AO wi ll be issued to the new entity and will cover only the equipment belonging to TLO. Tesoro Refining and Marketing Company will continue to operate the equi pment under this AO under a service agreement. The total plant, consisting of all equipment under this AO as well as that covered by Tesoro Refining and Marketing Company's consolidated AO, will remain as a single site for purposes of Title V and related NSR permitting. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: Tesoro Logistics Operations, LLC 19100 Ridgewood Parkway San Antonio, TX 78259 Permitted Location: Salt Lake City Refinery 475 West 900 North Salt Lake City, UT 84103 UTM coordinates: 423400 m Easting, 4515950 m Northing, UTM Zone 12 SIC code: 5171 (Petroleum Bulk Stations and Terminals)",,,,,,2.0,,10.0,2.5,,307.0,
DAQE-AN103350069-16,2016-01-27,https://daqpermitting.utah.gov/DocViewer?IntDocID=91270&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 521-4971,peter.m.hendricks@tsocorp.com,423400,4515950,12,,5171,"On July 8, 2015, Tesoro Logistics Operations LLC (T LO) submitted a notification to UDAQ under the provisions of R307-401-12 that the existing oily wa ter separator (OWS) and associated components located at the Salt Lake City Truck Loading Rack (T LR) and Remote Tank Farm (RTF) would be replaced with a new controlled unit of equal capaci ty. The original OWS, both the main system and the asso ciated funnel drain system and funnel drain receiving tank, was uncontrolled. The new OWS is c ontrolled with a carbon bed system which controls emissions of VOCs and HAPs. The new OWS is functio nally equivalent to the existing unit, does not alter the basic design parameters of the original s ystem and has an equivalent design capacity of 720 gpm. New components, such as piping and valves, in VOC s ervice will be installed as a part of the project. Following its review of the submitted information, DAQ agrees with the determination that this propose d project meets the requirements of state rule R307-4 01-12. On September 28, 2015, TLO submitted a NOI for a holding capacity increase project. As this n ew project requires a minor modification of",,,,,,2.0,,10.0,2.5,,307.0,
DAQE-AN103350054-11,2011-12-07,https://daqpermitting.utah.gov/DocViewer?IntDocID=53342&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 366-2036,jjenks@utah.gov,423400,4515950,12,,2911,"This is an administrative amendment to consolidate multiple AOs issued to Tesoro Refining and Marketing Company (Tesoro). The company has formed a limited partnership called Tesoro Logistics Operations, LLC (TLO) which will receive the assets of the truck loading rack and northwest tank farm. These items will be removed from Tesoro's new combi ned AO and will be issued as a separate AO under this new name. Tesoro will continue to operate the equipment under a new AO under a service agreement. The total plant, consisting of all equi pment under both AOs, will remain as a single site for purposes of Title V and related NSR permitting. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: Tesoro Refining and Marketing Company 474 W 900 N Salt Lake City, UT 84103 Permitted Location: Salt Lake City Refinery 474 West 900 North Salt Lake City, UT 84103 UTM coordinates: 423,400 m Easting, 4,515,950 m Northing, UTM Zone 12 SIC code: 2911 (Petroleum Refining)",,,,,,,,-680.0,,2.0,,
DAQE-AN103350065-14,2014-09-05,https://daqpermitting.utah.gov/DocViewer?IntDocID=75869&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 366-2036,Michelle.D.Bujdoso@tsocorp.com,423400,4515950,12,,,"On June 20, 2014, Tesoro Refining and Marketing Com pany (Tesoro) submitted a letter notifying UDAQ of its intention to construct a Flare Gas Recovery System (Project) at the Tesoro Refinery in Salt Lak e City (Refinery). The letter requested UDAQ's concu rrence that the described Project met the requirements of R307-401-12. The source is located in Salt Lake City, Salt Lake County, which is a nonattainment area for PM 10 , PM 2.5 and SO 2, and a maintenance area for Ozone and CO. Rule R307-401-12 states that the owner of a station ary source is exempt from the AO requirements of R307-401-5 through 8 if the project results in an e missions decrease, and does not increase the PTE of any air contaminant or cause emissions of any new a ir contaminant. UDAQ must also be notified of the project no later than 60 days after the changes are made. UDAQ has reviewed the submitted documentation and agrees with Tesoro that the descr ibed Flare Gas Recovery System meets the requirements of R307-401-12. No public notice or c omment is required for this permit action. The source is subject to federal NSPS, NESHAP and M ACT requirements, and is defined as a major contributing source in both the Salt Lake County PM 10 Nonattainment and Salt Lake City PM 2.5 NAA sections of the SIP. The SIP has established emissi on caps for PM 10 , PM 2.5 , SO 2 and NO x. The new and project-affected equipment will be included in thes e emission caps which shall remain at their present values. Total PTE from the entire refinery is esti mated at the following TPY values: PM 10 = 282, PM 2.5 (a subset of PM 10 ) = 154, NO x = 638, SO 2 = 1637, CO = 1,376, VOC = 793. Tesoro is a major s ource of GHG emissions. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: Tesoro Refining and Marketing Company 474 W 900 N Salt Lake City, UT 84103 Permitted Location: Salt Lake City Refinery 474 West 900 North Salt Lake City, UT 84103 UTM coordinates: 423,400 m Easting, 4,515,950 m Northing, UTM Zone 12 SIC code: ORA-01422: exact fetch returns more than requested number of rows (ORA- 01422: exact fetch returns more than requested nu mber of rows)",,,,,,,,-701.0,10.0,2.0,,
DAQE-AN103350075-18,2018-01-11,https://daqpermitting.utah.gov/DocViewer?IntDocID=106570&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 366-2036,Michelle.D.Bujdoso@tsocorp.com,423400,4515950,12,,2911,"On May 3, 2017, Tesoro Refining & Marketing Company LLC (Tesoro) submitted a NOI to comply with US EPA's Tier 3 gasoline sulfur regulations. Two (2 ) AOs,",,,,,,,,2.25,11.0,2.0,,235.35
DAQE-AN103350056-12,2012-01-18,https://daqpermitting.utah.gov/DocViewer?IntDocID=53867&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 366-2036,jjenks@utah.gov,423400,4515950,12,,2911,"Tesoro Refining and Marketing Company (Tesoro) has submitted a NOI for a process improvement at its refinery located in Salt Lake City, Salt Lake Count y; a nonattainment area for PM 10 , PM 2.5 (a subset of PM 10 ), SO 2 and a maintenance area for CO and ozone. The proj ect entails re-routing a condensate stream containing H 2S from the Poly Debutanizer to the VRU Prefractiona tor Reflex Drum (VRUPRD). This change will help reduce corrosion in the Alkylation Unit fractionation system. Emissions from the VRUPRD are controlled by the Sulfur Recovery Unit ( SRU). There will be no change in potential emissions from this project, although the additiona l H 2S being sent to the SRU may result in a slight increase in actual emissions. There will be no phy sical modification at the SRU. There will be no ch ange in Tesoro's SIP limits or conditions. Total PTE fr om the entire refinery is estimated at the followin g TPY values: PM 10 = 282, PM 2.5 = 154, NO x = 638, SO 2 = 1637, CO = 1,376, VOC = 793. Tesoro is a major source of GHG emissions. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: Tesoro Refining and Marketing Company 474 W 900 N Salt Lake City, UT 84103 Permitted Location: Salt Lake City Refinery 474 West 900 North Salt Lake City, UT 84103 UTM coordinates: 423,400 m Easting, 4,515,950 m Northing, UTM Zone 12 SIC code: 2911 (Petroleum Refining)",,,,,,,,-680.0,154.0,2.0,,
DAQE-AN0103350047-11,2011-04-25,https://daqpermitting.utah.gov/DocViewer?IntDocID=50119&contentType=application/pdf,Tesoro Refining & Marketing Company LLC,Site ID: 10335 - -Tesoro Refining & Marketing Company LLC - Salt Lake City Refinery,474 West 900 North,Salt Lake City,UT,84103,,(801) 366-2036,jjenks@utah.gov,423400,4515950,12,,2911,"Tesoro Refining and Marketing Company (Tesoro) owns and operates a refinery located in Salt Lake City. This refinery is a PM 10 SIP listed source. The Tesoro Refinery is located in Salt Lake County, which is a nonattainment area of the NAAQS for PM 10, PM 2.5 (a subset of PM 10) and SO 2. The refinery is also located in a maintenance area for ozone and CO. Tesoro has submitted two NOIs for separate and unrelated projects at the refinery. Since both projects are expected to begin construction at the same time Tesoro has requested that these proj ects be combined into one permitting effort resulting in only one new AO. The first project is called the CONO x system, which involves injecting oxygen into the FCCU regenerator offgas duct. This will allow for selective combustion of CO to CO 2 while also improving efficiency at the CO boiler. The second project is called the LPG Recovery Project. When LPG products are unloaded into sealed tanks at the refinery, vaporiz ed propane is used to evacuate the rail cars and trucks. The new system will also be able to use butanes for this process. While small increases in actual emissions may occur, neither project is expected to cause an increase in SIP cap emissions which are limited to the following tons per year values: PM 10 = 95.3, NO x = 598, SO 2 = 1637. With the exception of SO 2 which is for the entire refinery, these caps ar e established for certain subsets of the emitting equipment at the refinery. Total PTE from the entire re finery is estimated at the following tons per year values: PM 10 = 282, PM 2.5 (a subset of PM 10) = 154, NO x = 638, SO 2 = 1637, CO = 1,376, VOC = 793. Tesoro is a major source of GHG emissions. These two projects represent a minor modification for GHG emissions. This air quality AO authorizes the project with the foll owing conditions and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: Tesoro Refining and Marketing Company 474 W 900 N Salt Lake City, UT 84103 Permitted Location: Salt Lake City Refinery 474 West 900 North Salt Lake City, UT 84103 UTM coordinates: 423,400 m Easting, 4,515,950 m Northing, UTM Zone 12 SIC code: 2911 (Petroleum Refining)",,,,,,1.0,,680.0,10.0,2.0,,
DAQE-AN105720031-15,2015-11-10,https://daqpermitting.utah.gov/DocViewer?IntDocID=89628&contentType=application/pdf,"Kennecott Utah Copper, LLC",Site ID: 10572 - -Rio Tinto Kennecott Utah Copper LLC- Central Laboratory,9800 West 2100 South,Magna,UT,84044,,(801) 569-6494,jenny.esker@riotinto.com,405000,4507000,12,,4911,"Kennecott Utah Copper, LLC (KUC) has requested a mo dification to AO",,,,,,,,60.0,40.0,,,
DAQE-AN105720028-13,2013-11-26,https://daqpermitting.utah.gov/DocViewer?IntDocID=70208&contentType=application/pdf,"Kennecott Utah Copper, LLC",Site ID: 10572 - -Rio Tinto Kennecott Utah Copper LLC- Central Laboratory,9800 West 2100 South,Magna,UT,84044,,(801) 569-6449,ryan.evans@riotinto.com,405000,4508000,12,,1429,"Kennecott Utah Copper LLC (KUC) submitted an NOI pr oposing a crushed stone processing plant. The product from the new crushed stone processing plant , Bonneville Borrow Plant (BBP), will be used to supply building materials related to the constructi on of the proposed expansion of the Tailings site. Placement of the tailings cannot occur until the dr ainage blankets and finger drains are constructed. This allows for a better compaction of the mechanically placed tailings. The BBP will be a new crushed sto ne processing plant, specifically, a crushing and scre ening plant. The plant will be located west of Mag na, Utah. The crushed material will be hauled to the T ailings site on KUC roads and will not be hauled on public roads. This AO is for the crushing and proc essing of the material and associated equipment necessary to perform this activity at the BBP. Thi s will be the second public comment period for this NOI. The first public comment period was held from January 10, 2012 to February 10, 2012 in which comments were received that resulted in new conditi ons and requirements being added to the proposed BBP AO. Due to the lengthy delay since the first c omment period, a second comment period will be held to enable the public the opportunity to review the new ITA. NSPS, Subpart OOO (Standards of Performance for Non metallic Mineral Processing Plants) applies to the BBP. The BBP is a minor source. The emissions are predominately fugitive. The BBP is located in Salt Lake County which is a nonattainment area of t he NAAQS for PM 10 , PM 2.5 and SO 2, and is a maintenance area for ozone. Title V of the 1990 Cl ean Air Act applies to this source. The PM 10 emissions will be offset at a 1.2:1 ratio. The BBP site wide emissions, in TPY, will be: Fugitive - P M 10 (including PM 2.5 ) = 266.40 and PM 2.5 = 32.47, and Point Source - PM 10 (including PM 2.5 ) = 0.56 and PM 2.5 = 0.16. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: Kennecott Utah Copper LLC 4700 Daybreak Parkway South Jordan, UT 84095 Permitted Location: Power Plant/ Lab/ Tailings Impoundment 9600 West 2100 South Magna, UT 84044 UTM coordinates: 405000 m Easting, 4508000 m Northing, UTM Zone 12 SIC code: 1429 (Stone, Crushed & Broken, NEC)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN105720040-20,2020-02-04,https://daqpermitting.utah.gov/DocViewer?IntDocID=117327&contentType=application/pdf,"Kennecott Utah Copper, LLC",Site ID: 10572 - -Rio Tinto Kennecott Utah Copper LLC- Central Laboratory,9800 West 2100 South,Magna,UT,84044,,(801) 569-6494,,405000,4507000,12,NAD27,4911,"Rio Tinto Kennecott Utah Copper LLC (KUC) has reque sted an administrative amendment to AO DAQE-AN105720031-15 to update operations and equipm ent at the Utah Power Plant. KUC has decided to voluntarily decommission Unit 4 and associated s upport equipment and cancel the construction of Uni t 5. In addition, Units 1, 2, and 3 were removed fro m this AO since they are prohibited from operating as per Section IX Part H.2 of the PM State Implementat ion Plan (SIP). This change will result in a decre ase in emissions and is being processed as an administr ative amendment as per R307-401-12, Reduction in Air Pollutants. As a result of this change in oper ations, the following emission totals (in TPY) were banked: PM 10 = 233.84, PM 2.5 (subset of PM 10 ) = 223.81, NO x = 212.80, SO 2 = 16.03, CO = 478.68, and VOC = 46.26. The PTE for this source is now below the small sour ce exemption thresholds in R307-401-9; however, KUC has elected to retain the AO for current operat ions. Title V of the 1990 CAA will no longer apply to this source.",Administrative Amendment,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA, Salt Lake County PM 10 NAA, Salt Lake County SO 2 NAA Salt Lake County Airs Source Size: B DAQE-AN105720040-20 Page 4","NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: NESHAP for Stationary Reciprocating Internal Combustion En gines","KUC has requested an administrative amendment to AO DAQE-AN105720031-15 to update operations and equipment at the Utah Power Plant. The followin g equipment will be removed from the AO: 1. Units 1, 2, and 3 - KUC has not operated these units since October 2016. These units are prohibited from operating as per Section IX Part H.2.h.i.A.of the PM SIP. These items were listed as II.A.2, II.A.3, and II.A.4 in DAQE -AN105720031-15 as Power Plant Boilers each rated at 431 MMBtu/hr (coal) and 453 MMBtu/hr (natural gas). 2. Unit 4 - KUC is voluntarily decommissioning Un it 4. This item was listed as II.A.5 in DAQE-AN105720031-15 as Power Plant Boiler rated a t 838 MMBtu/hr (coal) and 872 MMBtu/hr (natural gas). 3. Unit 5 - KUC has elected to cancel the constru ction of Unit 5. This item was listed as II.A.6 in DAQE-AN105720031-15 as Power Plant Turb ine with a nominal rating of 275 MW. 4. Ancillary support equipment - Support equipmen t, such as cooling towers and material handling sources, will cease operations as a resu lt of decommissioning of Units 1, 2, 3, and 4. The items removed from the AO include one (1) cooling tower, the hydraulic coal unloader system with diesel engines, and coal and ash handling equipment. In DAQE- AN105720031-15, these items were listed in II.A.9 , II.A.11, and II.A.12. KUC will continue to operate a diesel emergency gen erator engine, cooling tower, degreasers and two (2 ) natural gas-fired emergency generators to support t he KUC electricity distribution control room as wel l as decommissioning activities and office space at the Utah Power Plant. These changes will result in a decrease in emission s and is being processed as an administrative amendment as per R307-401-12, Reduction in Air Poll utants.",-1162537.26,-327.9,-1640.8,-247.42,-247.68,-2576.83,-39.45,-8.99
DAQE-AN105720026-11,2011-12-01,https://daqpermitting.utah.gov/DocViewer?IntDocID=53178&contentType=application/pdf,"Kennecott Utah Copper, LLC",Site ID: 10572 - -Rio Tinto Kennecott Utah Copper LLC- Central Laboratory,9800 West 2100 South,Magna,UT,84044,,(801) 569-7110,jjenks@utah.gov,405000,4507000,12,,4911,"On December 15, 2010 Kennecott Utah Copper, LLC (KU C) submitted a NOI to install and operate a new combined-cycle, natural gas-fired combustion tu rbine (CT) to replace three existing coal-fired boi lers (identified as Units 1, 2 and 3 boilers). The new CT will have a nominal generating capacity of approximately 275 megawatts (MW) and will limit emi ssions through a combination of dry low-NO x combustors, selective catalytic reduction (SCR) and catalytic oxidation (CatOx). The CT will be locat ed at KUC's existing power plant in Salt Lake County. Salt Lake County is a non-attainment area of the NAAQS for PM 10 , PM 2.5 (a subset of PM 10 ) and SO 2, and is a maintenance area for ozone. Title V of the 1990 Clean Air Act applies to this source and this modification will result in a Title V amendment. T he requirements for Title V shall be followed until th e operating permit for this source has been amended . Current potential to emit for the facility are esti mated at: PM 10 = 256; PM 2.5 = 256; NO x = 4,160; SO 2 = 6,522; CO = 384; and VOC = 33. Using a two-year ave rage of KUC’s actual emissions from Units 1, 2 and 3 boilers as a baseline, the change in emission s from this project, in TPY, is as follows: PM 10 -100; PM 2.5 -20; NO x -1,543; SO 2 -1,961; CO +93; VOC +19 and GHG (CO 2e) +278,703. The facility-wide potential to emit totals following the installation of the new CT and after the shut-down of Units 1, 2 and 3 boilers are as follows (again in TPY): PM 10 = 248, PM 2.5 = 248, NO x = 1,641, SO 2 = 2,577, CO = 328, VOC = 41 and total HAPs = 9. Potential GHG emissio ns for the new CT are estimated to be 1,162,552 TPY (expressed as CO 2e). While classified as a minor modification for t he criteria pollutants listed above, this project represents a major modification for GHG emissions. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: Kennecott Utah Copper LLC 4700 Daybreak Parkway South Jordan, UT 84095 Permitted Location: Power Plant/ Lab/ Tailings Impoundment 9600 West 2100 South Magna, UT 84044-6001 UTM coordinates: 405000 m Easting, 4507000 m Northing, UTM Zone 12 SIC code: 4911 (Electric Services)",,,,,,,,70.0,40.0,,,9.0
DAQE-AN105720037-19,2019-07-26,https://daqpermitting.utah.gov/DocViewer?IntDocID=114793&contentType=application/pdf,"Kennecott Utah Copper, LLC",Site ID: 10572 - -Rio Tinto Kennecott Utah Copper LLC- Central Laboratory,9800 West 2100 South,Magna,UT,84044,,(801) 569-6494,,404000,4507600,12,NAD27,1021,"Rio Tinto Kennecott Utah Copper (RTKC) owns and ope rates a copper mine, smelter, and refinery. The Central Lab performs analyses for metallurgical process optimization and environmental and safety compliance. Particulate emissions from the Central Lab operations are controlled with filters or baghouses. Acid fumes are controlled with a caustic scrubber. The Central Lab is located approximately one (1) mi le west of the RTKC Power Plant and is included in the Title V Operating Permit for the Power Plant/La b/Tailings Impoundment.",Minor Modification at Major Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA, Salt Lake County PM 10 NAA, Salt Lake County SO 2 NAA Salt Lake County Airs Source Size: B",Title V (Part 70) Major Source DAQE-AN105720037-19 Page 4,"RTKC has proposed to add a new ore compactor contro lled by a filter system and new sample prep equipment controlled by a baghouse. The ore compact or is capable of processing 150 samples per day (or 7.5 kilograms of ore per day). PM emissions will be vented to a filter system with a 99% control efficiency. The sample prep equipment is capable of processing 10,000 pounds of sample material per year. PM emissions will be vented to two (2) baghou ses with a 99% control efficiency. As part of this modification, the PTE was re-evaluated for the enti re facility.",0.0,3.18,1.66,0.3,0.0,-0.1,0.11,0.0
DAQE-AN105720043-23,2023-07-11,https://daqpermitting.utah.gov/DocViewer?IntDocID=138122&contentType=application/pdf,"Kennecott Utah Copper, LLC",Site ID: 10572 - -Rio Tinto Kennecott Utah Copper LLC- Central Laboratory,9800 West 2100 South,Magna,UT,84044,,(801) 569-6494,,403817,4507843,12,NAD83,1021,"Rio Tinto Ke nnecott Utah Copper LLC (RTKC) operates the Central Laboratory (Central Lab), which is located approximately 1 mile east of the RTKC Refinery. The Central Lab performs analysis for metallurgical process optimization and environmental and safety compliance . Samples evaluated include metallic chips, ore and concentrate solids, and liquids. The analyses performed include x -ray fluorescence of pulverized samples, mineral acid solutions with dissolved solid concentrates analyzed by various techniques, and fir e assay techniques for determination of precious metals. Environmental and safety analysis follow EPA and National Institute for Occupational Health (NIOSH) procedures. The facility operates intermittently to meet RTKC's needs. Particulate emissions a re controlled with filters and baghouses. Acid fumes are controlled with a caustic scrubber.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O 3 NAA, Salt Lake City UT PM 2.5 NAA, Salt Lake County SO 2 NAA Salt Lake County Airs Source Size: B DAQE -AN105720043 -23 Page 4",None,"RTKC has requested a modification to add a Sample prep aration baghouse. The baghouse will control emissions from material handling inside the lab. An estimated 10,000 lbs per year of material will move through the central laboratory in the operation. With the baghouse this will result in an additional 0.00 3 tons/year of PM 10 and 0.001 tons/yr of PM 2.5.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAQE-AN105720041-21,2021-08-03,https://daqpermitting.utah.gov/DocViewer?IntDocID=125278&contentType=application/pdf,"Kennecott Utah Copper, LLC",Site ID: 10572 - -Rio Tinto Kennecott Utah Copper LLC- Central Laboratory,9800 West 2100 South,Magna,UT,84044,,(801) 569-6494,,404000,4507600,12,NAD27,1021,"Rio Tinto Kennecott Utah Copper (RTKC) operates the Central Laboratory (Central Lab), which is located approximately one (1) mile east of the RTKC Refinery. The Central Lab performs analysis for metallurgical process optimization and environmental and safety compliance. Samples evaluated include metallic chips, ore and concentrate solids, and liquids. The analyses performed inc lude x -ray fluorescence of pulverized samples, mineral acid solutions with dissolved solid concentrates analyzed by various techniques, and fire assay techniques for determination of precious metals. Environmental and safety analysis follow EPA and Nationa l Institute for Occupational Health (NIOSH) procedures. The facility operates intermittently to meet RTKC's needs. Particulate emissions are controlled with filters and baghouses. Acid fumes are controlled with a caustic scrubber.","................................ ................................ ................................ .................. 3 Source Classific ation ................................ ................................ ................................ .............. 3 Project Description ................................ ................................ ................................ .................. 4 SUMMARY OF EMISSIONS ................................ ................................ ................................ .... 4 SECTION I: GENERAL PROVISIONS ................................ ................................ .................... 4 SECT ION II: PERMITTED EQUIPMENT ................................ ................................ .............. 5 SECTION II: SPECIAL PROVISIONS ................................ ................................ ..................... 6 PERMIT HISTORY ................................ ................................ ................................ ..................... 6 ACRONYMS ................................ ................................ ................................ ................................ . 7 DAQE -AN105720041 -21 Page 3 GENERAL INFORMATION CONTACT/LOCATION INFORMATION Owner Name Source Name Rio Tinto Kennecott Utah Copper LLC Rio Tinto Kennecott Utah Copper LLC - Central Laboratory Mailing Address Physical Address 4700 Daybreak Parkway 9800 West 2100 South South Jordan, UT 84095 Magna, UT 84044 Source Contact UTM Coordinates Name Jenny Esker 404000 m Easting Phone (801) 569 -6494 4507600 m Northing Email jenny.esker@riotinto.com Datum NAD27 UTM Zone 12 SIC code 1021 (Copper Ores) SOURCE INFORMATION General Description Rio Tinto Kennecott Utah Copper (RTKC) operates the Central Laboratory (Central Lab), which is located approximately one (1) mile east of the RTKC Refinery. The Central Lab performs analysis for metallurgical process optimization and environmental and safety compliance. Samples evaluated include metallic chips, ore and concentrate solids, and liquids. The analyses performed inc lude x -ray fluorescence of pulverized samples, mineral acid solutions with dissolved solid concentrates analyzed by various techniques, and fire assay techniques for determination of precious metals. Environmental and safety analysis follow EPA and Nationa l Institute for Occupational Health (NIOSH) procedures. The facility operates intermittently to meet RTKC's needs. Particulate emissions are controlled with filters and baghouses. Acid fumes are controlled with a caustic scrubber. NSR Classification Mino r Modification at Minor Source",,,................................ ................................ ................................ .................. 4,,,,,,,,
DAQE-AN115940056-18,2018-06-01,https://daqpermitting.utah.gov/DocViewer?IntDocID=109207&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3257,kristyl.bentley.civ@mail.mil,358300,4488200,12,,9711,"The Tooele Army Depot North (TEAD-N), a United Stat es Army installation, has requested to add three (3) pieces of equipment with emission controls and update permit requirements. TEAD-N is requesting t o install and operate a laser cutter in building 540, an abrasive blaster adjacent to building 522, and a paint booth in building 541. The requested requirement u pdates include changing the location of the heat treaters and removing the ground water treatment fa cility. TEAD-N is classified as a minor source. TEAD-N has a separate AO,",,,,,,2.0,,10.0,2.5,,,
DAQE-AN115940060-22,2022-08-17,https://daqpermitting.utah.gov/DocViewer?IntDocID=132647&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3257,,358300,4488200,12,NAD83,9711,"The Tooele Army Depot North (TEAD -N), is a Joint Munitions Command, ammunition storage site responsible for receipt, storage, issue, demilitar ization and renovation of conventional ammunition and designs and manufactures ammunition equipment for all of the Department of Defense.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA Tooele County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines DAQE -AN115940060 -22 Page 4",................................ ................................ ................................ .................. 4,,,,,,,,
DAQE-AN115940053-15,2015-06-10,https://daqpermitting.utah.gov/DocViewer?IntDocID=83162&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3257,kristyl.bentley.civ@mail.mil,385300,4488200,,,9711,Tooele Army Depot (TEAD) has requested a modificati on to AO,,,,,,,,82.42,1236.0,,,
