ApprovalOrderID,AppliedOn,IssuedOn,PDFLink,OwnerName,SourceName,PhysicalStreet,PhysicalCity,PhysicalState,PhysicalZip,SourceContactName,SourceContactPhone,SourceContactEmail,UTM_Easting,UTM_Northing,UTM_Zone,UTM_Datum,SIC_Code,GeneralDescription,NSR_Classification,Source_Classification,Applicable_Federal_Standards,Project_Description,Project_CO2e_TPY,Project_CO_TPY,Project_NOx_TPY,Project_PM10_TPY,Project_PM25_TPY,Project_SO2_TPY,Project_VOC_TPY,Project_Total_HAPs_TPY,Source_CO2e_TPY,Source_CO_TPY,Source_NOx_TPY,Source_PM10_TPY,Source_PM25_TPY,Source_SO2_TPY,Source_VOC_TPY,Source_Total_HAPs_TPY
DAQE-AN101220072-19,"January 21, 2019",2019-07-10,https://daqpermitting.utah.gov/DocViewer?IntDocID=114553&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7784,,422540,4521051,12,NAD27,2911,"The Big West Oil Refinery is a petroleum refinery capable of processing approximately 30,000 barrels per day of crude oil. The source consists of a FCCU, catalytic reforming unit, hydro-treating units, and a sulfur recovery unit. The source also has assorted heaters, boilers, cooling towers, storage tanks, and flares. The source does not operate with flare gas recovery or cogeneration processes. Emissions are primarily generated through the combustion of refinery fuel gas and natural gas, and fugitive VOC emissions from the transfer of petroleum materials throughout the refinery (storage tanks, pipes, valves, flanges, pumps and other associated equipment). Emission reduction is achieved through a combination of control systems - sulfur removal, in-line particulate filtration, low-NO x combustion, etc.",Minor Modification at Major Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA, Salt Lake County PM 10 NAA Davis County Airs Source Size: A DAQE-AN101220072-19 Page 4","NSPS (Part 60), A: General Provisions NSPS (Part 60), K: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After June 11, 1973, and Prior to May 19, 1978 NSPS (Part 60), Ka: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After May 18, 1978, and Prior to July 23, 1984 NSPS (Part 60), Kb: Standards of Performance for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels) for Which Construction, Reconstruction, or Modification Commenced After July 23, 1984 NSPS (Part 60), GGGa: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After November 7, 2006 MACT (Part 63), A: General Provisions MACT (Part 63), CC: NESHAP From Petroleum Refineries Title V (Part 70) Major Source","Big West Oil, LLC (BWO) has submitted a NOI to construct one (1) new petroleum product storage tank. Tank 28, for the storage of light crude, will be an 80,000 barrel capacity storage vessel with an external floating roof. The tank will meet the requirements of both 40 CFR 63 Subparts CC and WW, as specified in the Refinery Sector Rule to achieve reductions in emissions from storage vessels.",,,,,,,6.17,0.06,,,,,,,39.03,0.42
,,2023-05-03,https://daqpermitting.utah.gov/DocViewer?IntDocID=136965&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,,,,,,,,,Modification,,,,,,,,,,,,,,,,,,,
,,2022-01-13,https://daqpermitting.utah.gov/DocViewer?IntDocID=128016&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAQE-AN101220061-13,,2013-02-27,https://daqpermitting.utah.gov/DocViewer?IntDocID=64521&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7716,Katherine.shumate@bigwestoil.com,431500,4535400,12,,2911,"Big West Oil, LLC (Big West Oil) is requesting to install an 11,000 barrel (bbl) biodiesel storage tank and replace an existing 30,000 bbl alkylate storage tank. The refinery is located in Davis County, which is a Nonattainment area for PM 2.5 and a Maintenance area for Ozone. In addition, Big West Oil is listed in the PM 10 SIP as a contributing source for Salt Lake County. NSPS 40 CFR 60 Subparts A, J, K, Ka, Kb, GGG, GGGa, and QQQ regulations apply to this source. MACT 40 CFR 63 Subparts A & CC regulations apply to this source. Title V of the 1990 Clean Air Act applies to this source. With this change, the VOC potential to emit will increase by 1.47 tpy and total HAPs potential to emit will increase by 0.081 tpy. The tanks in this AO have a total VOC potential to emit of 27.33 tpy. The project has been evaluated and found to be consistent with the requirements of the Utah Administrative Code Rule 307 (UAC R307). A public comment period was held in accordance with UAC R307-401-7 and no comments were received. This air quality AO authorizes the project with the following conditions, and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: Big West Oil, LLC 333 West Center Street North Salt Lake, UT 84054 Permitted Location: Big West Oil Refinery 333 W. Center St North Salt Lake, UT 84054 UTM coordinates: 431,500 m Easting, 4,535,400 m Northing, UTM Zone 12 SIC code: 2911 (Petroleum Refining)",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN101220066-15,"November 3, 2014",2015-05-18,https://daqpermitting.utah.gov/DocViewer?IntDocID=82529&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7784,jeff.mensinger@bigwestoil.com,422500,4521000,12,,2911,"Big West Oil, LLC (Big West Oil), which operates a North Salt Lake refinery, submitted a request to update its AO",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN101220084-26,"July 29, 2024",2026-01-20,https://daqpermitting.utah.gov/DocViewer?IntDocID=160500&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,E. Faithe Schwartzengraber,(801) 296-7763,faithe.schwartzengraber@bigwestoil.com,422540,4521051,12,NAD83,2911,"The Big West Oil, LLC (BWO) refinery processes crude oils and lesser quantities of other hydrocarbon feedstocks to produce primarily gasoline and diesel fuel along with other products, including fuel oil, propane, isobutane, gas oil, naphtha, and elemental sulfur. The refinery operates 24 hours per day and 365 days per year. The nominal capacity of the BWO refinery is approximately 33,000 barrels of crude oil per day. Processing units include Atmospheric Crude Distillation, Distillate Dewaxing, Distillate Hydrodesulfurization, Catalytic Cracking (MSCC), Alkylation (ALKY), Naphtha HDS, Naphtha Isomerization, Naphtha Reforming, Saturates Distillation Gas Plant, Butane Isomerization, Amine Absorber, and Sulfur Recovery (SRU). Ancillary supporting units include the west and south refinery flares, truck loading racks, rail loading rack, refinery fuel gas system, cooling towers, and a wastewater treatment plant (WWTP).",Minor Modification at Major Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA Davis County Airs Source Size: A","NSPS (Part 60), A: General Provisions NSPS (Part 60), J: Standards of Performance for Petroleum Refineries NSPS (Part 60), Ja: Standards of Performance for Petroleum Refineries for Which DAQE-AN101220084-26 Page 4 Construction, Reconstruction, or Modification Commenced After May 14, 2007 NSPS (Part 60), K: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After June 11, 1973, and Prior to May 19, 1978 NSPS (Part 60), Ka: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After May 18, 1978, and Prior to July 23, 1984 NSPS (Part 60), Kb: Standards of Performance for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels) for Which Construction, Reconstruction, or Modification Commenced After July 23, 1984 NSPS (Part 60), GGG: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for which Construction, Reconstruction, or Modification Commenced After January 4, 1983, and on or Before November 7, 2006 NSPS (Part 60), GGGa: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After November 7, 2006 NSPS (Part 60), QQQ: Standards of Performance for VOC Emissions From Petroleum Refinery Wastewater Systems NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NESHAP (Part 61), A: General Provisions NESHAP (Part 61), FF: National Emission Standard for Benzene Waste Operations MACT (Part 63), A: General Provisions MACT (Part 63), CC: National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines MACT (Part 63), DDDDD: National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters Title V (Part 70) Major Source","BWO has requested a modification to AO DAQE-AN101220081-24 to add the transloading equipment as part of the Railcar Loading Facility controlled by a vapor combustion unit (VCU). The Project includes the following installations and modifications at the BWO refinery: • Install rail-to-truck transloading equipment; • Modification of existing VCU inlet piping to add emission streams from the proposed transloading equipment, although no modifications to the VCU itself are proposed; and • Additional unpaved road traffic associated with the proposed transloading equipment.",10.99,0.01,0.0,0.62,0.06,0.0,-7.69,0.59,307807.56,450.59,195.0,119.99,72.56,140.0,433.69,178.09
DAQE-AN101220081-24,"December 15, 2022",2024-05-06,https://daqpermitting.utah.gov/DocViewer?IntDocID=144874&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,E. Faithe Schwartzengraber,(801) 296-7763,faithe.schwartzengraber@bigwestoil.com,422540,4521051,12,NAD83,2911,"The Big West Oil, LLC (BWO) refinery processes crude oils and lesser quantities of other hydrocarbon feedstocks to produce primarily gasoline and diesel fuel, along with other products including fuel oil, propane, isobutane, gas oil, naphtha, and elemental sulfur. The refinery operates 24 hours per day and 365 days per year. The nominal capacity of the BWO refinery is approximately 33,000 barrels of crude oil per day. Processing units include Atmospheric Crude Distillation, Distillate Dewaxing, Distillate Hydrodesulfurization (HDS), Catalytic Cracking (MSCC), Alkylation (ALKY), Naphtha HDS, Naphtha Isomerization, Naphtha Reforming, Saturates Distillation Gas Plant, Butane Isomerization, Amine Absorber, and Sulfur Recovery Unit (SRU). Ancillary supporting units include the west and south refinery flares, truck loading racks, rail loading racks, refinery fuel gas systems, cooling towers, and a treatment plant (WWTP).",Minor Modification at Major Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA Davis County Airs Source Size: A","NSPS (Part 60), A: General Provisions NSPS (Part 60), J: Standards of Performance for Petroleum Refineries NSPS (Part 60), Ja: Standards of Performance for Petroleum Refineries for Which DAQE-AN101220081-24 Page 4 Construction, Reconstruction, or Modification Commenced After May 14, 2007 NSPS (Part 60), K: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After June 11, 1973, and Prior to May 19, 1978 NSPS (Part 60), Ka: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After May 18, 1978, and Prior to July 23, 1984 NSPS (Part 60), Kb: Standards of Performance for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels) for Which Construction, Reconstruction, or Modification Commenced After July 23, 1984 NSPS (Part 60), GGG: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for which Construction, Reconstruction, or Modification Commenced After January 4, 1983, and on or Before November 7, 2006 NSPS (Part 60), GGGa: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After November 7, 2006 NSPS (Part 60), QQQ: Standards of Performance for VOC Emissions From Petroleum Refinery Wastewater Systems NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NESHAP (Part 61), A: General Provisions NESHAP (Part 61), FF: National Emission Standard for Benzene Waste Operations MACT (Part 63), A: General Provisions MACT (Part 63), CC: National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines MACT (Part 63), DDDDD: National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters Title V (Part 70) Major Source","The proposed modification is to revamp the existing HF ALKY unit with a new technology that uses an ionic liquid catalyst and involves changes to the existing ALKY unit to upgrade to state-of-the-art process technology. Specific upgrades include new feed conditioning equipment, a new ALKY reactor and settler, new ionic liquid catalyst regeneration equipment, process refrigeration equipment, replacement of the deisobutanizer distillation column, and new product treatment equipment. Various pumps, piping, and heat exchangers are to be replaced or upgraded. A pressure swing adsorption unit will be added to the refinery's catalytic reformer to purify the hydrogen feed for the new plant. The project will not affect the refinery's crude processing capacity. It will not result in significant net emissions increases, and it does not constitute a major modification. No changes to the refinery emissions caps are proposed. On August 2, 2023, BWO elected to combine the Iso-Alky Revamp project with a second project to replace Boilers 1, 2, and 6 with three (3) new boilers. As this boiler project affects the same three (3) boilers included in the Revamp, emissions have been recalculated. The boiler replacement involves the installation of three (3) new boilers to replace boilers 1, 2, and 6. The existing boilers are either at or nearing the end of life. The three (3) proposed boilers, each with a heat input capacity of 99 million British thermal units per hour (""MMBtu/hr""), higher heating value basis, will provide the plant with enough capacity for current and future needs.",0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.75,307796.57,450.58,195.0,119.37,72.5,140.0,441.38,177.5
DAQE-AN101220062-13,,2013-03-07,https://daqpermitting.utah.gov/DocViewer?IntDocID=64890&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7828,caharry@utah.gov,422500,4521000,12,,2911,"Big West Oil, LLC (Big West Oil), which operates a North Salt Lake refinery, is requesting a modification to their AO",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN0101220054-11,,2011-06-14,https://daqpermitting.utah.gov/DocViewer?IntDocID=50207&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7834,caharry@utah.gov,422500,4521000,12,,2911,"On February 28, 2011, Big West Oil, LLC (Big West Oil) submitted a Notice of Intent requesting to replace a Alkylation Unit Deisobutanizer Reboiler Heater (H-301) at the North Salt Lake refinery. As total production capacity at Big West Oil would not be increased, and all SIP-cap emission limitations would remain in place, this modification does not de-bottleneck the refinery and does not constitute a major modification under NSR. After review, UDAQ has determined that no changes to the conditions or requirements of",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN101220074-19,"February 21, 2019",2019-10-23,https://daqpermitting.utah.gov/DocViewer?IntDocID=116061&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7784,,422500,4521000,12,NAD27,2911,"The Big West Oil, LLC Refinery (BWO) is a petroleum refinery capable of processing 33,000 barrels per day of crude oil. The source consists of a FCCU, catalytic reforming unit, hydro-treating units, and a sulfur recovery unit. The source also has the usual assorted heaters, boilers, cooling towers, storage tanks, flares, and fugitive emissions. The source does not operate with flare gas recovery or cogeneration processes.",Minor Modification at Major Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA, Salt Lake County PM 10 NAA Davis County Airs Source Size: A","NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: NESHAP for Stationary Reciprocating Internal Combustion Engines Title V (Part 70) Major Source DAQE-AN101220074-19 Page 4","BWO submitted a NOI on May 1, 2018 for the installation of five (5) diesel-fired firewater pumps at its North Salt Lake Refinery. That NOI was amended on February 13, 2019, with an additional request to create a new AO to address specific stationary sources at the refinery. On May 16, 2019, BWO submitted a second addendum to install an additional diesel engine to serve as an emergency back-up generator for the firewater pumps. Operating hours for maintenance, and engine testing purposes will not exceed 100 hours per year per engine. Therefore, this project establishes a new permitting document which is to be used in conjunction with BWO's Process Unit AO (at the time of this document's issuance: DAQE- AN101220066-15, aka the main refinery AO) and the Storage Tanks AO (also at the time of this document's issuance: DAQE-AN101220067-16). One item currently listed in the main refinery AO - II.A.22 Standby (Emergency) Fire Pump is also being moved from that AO for inclusion in this document. BWO has submitted a separate permitting action request to update the main refinery AO which will be processed independently. Therefore, this document will cover terms and conditions for the existing standby fire pump, new firewater pump engines and the new emergency back-up generator. The new firewater pump engines are 526 hp, Tier 3 units. The new emergency generator is a 96 hp, Tier 3 unit. All of the engines are fired on ultra-low sulfur diesel.",2.0,2.0,,10.0,2.5,0.14,,,82.57,82.57,,0.02,0.02,0.025,,
DAQE-AN101220075-19,"June 6, 2019",2019-12-26,https://daqpermitting.utah.gov/DocViewer?IntDocID=116871&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7784,,422540,4521051,,NAD27,2911,"The Big West Oil's (BWO) Refinery is a petroleum refinery capable of processing 33,000 barrels of crude oil per day. Products include, but are not limited to, gasoline, diesel fuel, and propane. BWO's processes consist of distillation, dewaxing, hydrodesulfurization, catalytic cracking, alkylation, isomerization, and sulfur recovery. BWO operates assorted heaters, boilers, cooling towers, storage tanks, flares, and generates fugitive emissions. BWO does not operate with flare gas recovery or cogeneration processes.",Minor Modification at Major Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA, Salt Lake County PM 10 NAA Davis County Airs Source Size: A","NSPS (Part 60), A: General Provisions NSPS (Part 60), J: Standards of Performance for Petroleum Refineries NSPS (Part 60), Ja: Standards of Performance for Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After May 14, 2007 NSPS (Part 60), K: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After June 11, 1973, and Prior to May 19, 1978 DAQE-AN101220075-19 Page 4 NSPS (Part 60), Ka: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After May 18, 1978, and Prior to July 23, 1984 NSPS (Part 60), Kb: Standards of Performance for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels) for Which Construction, Reconstruction, or Modification Commenced After July 23, 1984 NSPS (Part 60), GGG: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for which Construction, Reconstruction, or Modification Commenced After January 4, 1983, and on or Before November 7, 2006 NSPS (Part 60), GGGa: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After November 7, 2006 NSPS (Part 60), QQQ: Standards of Performance for VOC Emissions From Petroleum Refinery Wastewater Systems NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NESHAP (Part 61), A: General Provisions NESHAP (Part 61), FF: National Emission Standard for Benzene Waste Operations MACT (Part 63), A: General Provisions MACT (Part 63), CC: NESHAP From Petroleum Refineries MACT (Part 63), ZZZZ: NESHAP for Stationary Reciprocating Internal Combustion Engines MACT (Part 63), DDDDD: NESHAP for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heat ers Title V (Part 70) Major Source","BWO submitted a NOI to move and update the North Flare. The project consists of constructing a new flare in the southwest quadrant of the refinery, a greater distance from the main processing systems, tank farm and personnel. The new flare will be named the ""West Flare"", given its location and to distinguish it from the other existing ""South Flare."" Upon completion of the installation of the West Flare, the North Flare will be demolished. BWO does not anticipate an increase in feed rates nor any increase in emissions from the relocation of the flare. The UDAQ is taking this opportunity to update several conditions of the AO to incorporate changes to Sections IX.H.1, 2, 11 and 12 of the Utah SIP that address controls on particulate matter (both PM 10 and PM 2.5 ). These changes were adopted by the Utah Air Quality Board on January 2, 2019. Various conditions related to the SIP Caps were updated with the latest revisions to the SIP and need to be updated within BWO's AO for consistency and clarity.",2.0,2.0,10.0,10.0,2.5,140.0,,,307796.57,307796.57,119.37,119.37,72.5,432.78,,
DAQE-AN101220065-14,"July 26, 2014",2014-09-29,https://daqpermitting.utah.gov/DocViewer?IntDocID=76426&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7828,stuart.smith@Flyingj.com,431500,4535400,12,,2911,"Big West Oil, LLC (Big West Oil) is requesting approval to install a 7,250 bbl sweet naphtha storage tank (Tank 58). Tank 58 will replace two (2) 2,100 bbl grandfathered (pre 1969) storage tanks. Tank 58 will be controlled with an internal floating roof with primary and secondary seals which will result in an overall reduction in VOC and HAP emissions over the older less controlled Tanks 55 and 93. This modification qualifies under R307-401-12 as a Reduction of Air Contaminants and is therefore exempt from BACT and a public comment period. The refinery is located in Davis County, which is a NAA area for PM 2.5 and a Maintenance area for Ozone. In addition, Big West Oil is listed in the PM 10 SIP as a contributing source for Salt Lake County. NSPS 40 CFR 60 Subparts A, J, K, Ka, Kb, GGG, GGGa, and QQQ regulations apply to this source. MACT 40 CFR 63 Subparts A & CC regulations apply to this source. Specifically, 40 CFR 60 Subpart Kb applies to Tank 58. Title V of the 1990 Clean Air Act applies to this source. The above-referenced project has been evaluated and found to be consistent with the requirements of UAC R307, and the Utah Air Conservation Act. A public comment period was not required for this project. This air quality AO authorizes the project with the following conditions and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: Big West Oil, LLC 333 West Center Street North Salt Lake, UT 84054 Permitted Location: Big West Oil Refinery 333 W Center St North Salt Lake, UT 84054 UTM coordinates: 431,500 m Easting, 4,535,400 m Northing, UTM Zone 12 SIC code: 2911 (Petroleum Refining)",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN101220060-12,"January 31, 2012",2012-05-10,https://daqpermitting.utah.gov/DocViewer?IntDocID=55874&contentType=application/pdf,"Big West Oil, LLC","Site ID: 10122 - -Big West Oil, LLC- Big West Oil Refinery",333 W Center St,North Salt Lake,UT,84054,,(801) 296-7716,caharry@utah.gov,422500,4521000,12,,2911,"Big West Oil, LLC (Big West Oil), which operates a North Salt Lake refinery, is requesting a modification to their Approval Order to replace the existing 27 MMBtu/hr Reformer Unit Unifiner Heater (H-601) with a 32.4 MMBtu/hr heater. This increase in duty will allow Big West Oil to fully utilize the capacity of the naphtha hydrotreating unit and provide redundancy for cleaning and maintenance of the burners without reducing throughput for the unit. The refinery is located in Davis County, a nonattainment area of the NAAQS for PM 2.5 and a maintenance area of the NAAQS for ozone. In addition, Big West Oil is listed in the PM 10 SIP as a contributing source for the Salt Lake County NAA. NSPS 40 CFR 60 Subparts A, J, Ja, K, Ka, Kb, GGG, GGGa, and QQQ regulations apply to this source. MACT 40 CFR 63 Subparts A, CC, and DDDDD apply to this source. Title V of the 1990 Clean Air Act applies to this Source. There will be no change in SIP-cap allowable emissions from Big West Oil, however actual emissions from the new heater will change as follows (all values in tons/year): PM 10 + 0.91, PM 2.5 (a subset of PM 10 ) + 0.91, NO x - 2.78, SO 2 + 0.25, CO - 4.79, VOC + 1.92, CO 2e + 1,992. The following SIP-cap allowable emissions will remain, in TPY: PM 10 = 71.00, PM 2.5 (a subset of PM 10 ) = 71.00, SO 2 = 712.50, and NO x = 396.70. The source wide non-capped potential to emit totals, in TPY, are as follows: VOC = 433.34, CO = 403.83, and NH 3 = 118.48. The project has been evaluated and found to be consistent with the requirements of the Utah Administrative Code Rule 307 (UAC R307). A public comment period was held in accordance with UAC R307-401-7 and no comments were received. This air quality AO authorizes the project with the following conditions and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: Big West Oil, LLC 333 W Center St N Salt Lake, UT 84054 Permitted Location: Big West Oil, LLC Refinery 333 W Center St North Salt Lake, UT 84054 UTM coordinates: 422,500 m Easting, 4,521,000 m Northing, UTM Zone 12 SIC code: 2911 (Petroleum Refining)",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN101230060-25,"May 17, 2024",2025-08-21,https://daqpermitting.utah.gov/DocViewer?IntDocID=157284&contentType=application/pdf,HF Sinclair Woods Cross Refining LLC,Site ID: 10123 - -HF Sinclair Woods Cross Refinery LLC,393 South 800 West,Woods Cross,UT,84087,Eric Benson,(801) 299-6623,eric.benson@hfsinclair.com,424000,4526227,12,NAD27,2911,"The HF Sinclair Woods Cross Refinery, LLC (HF Sinclair) is situated on approximately 100 acres of fenced area in Woods Cross, Davis County. The Woods Cross Refinery is a 60,000 barrel per day (bbl) refinery that produces a variety of products, including gasoline, natural gas liquids (NGL), propane, butanes, jet fuels, fuel oils, and kerosene products. The refinery receives and distributes products by tanker truck, railcar, and pipeline.",Minor Modification at Major Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA, Salt Lake County SO2 NAA, Davis County Airs Source Size: A","NSPS (Part 60), A: General Provisions NSPS (Part 60), Db: Standards of Performance for Industrial-Commercial-Institutional Steam Generating Units NSPS (Part 60), Dc: Standards of Performance for Small Industrial-Commercial-Institutional Steam Generating Units NSPS (Part 60), J: Standards of Performance for Petroleum Refineries NSPS (Part 60), Ja: Standards of Performance for Petroleum Refineries for Which DAQE-AN101230060-25 Page 4 Construction, Reconstruction, or Modification Commenced After May 14, 2007 NSPS (Part 60), K: Standards of Performance for Storage Vessels for Petroleum Liquids for Which Construction, Reconstruction, or Modification Commenced After June 11, 1973, and Prior to May 19, 1978 NSPS (Part 60), Kb: Standards of Performance for Volatile Organic Liquid Storage Vessels (Including Petroleum Liquid Storage Vessels) for Which Construction, Reconstruction, or Modification Commenced After July 23, 1984 NSPS (Part 60), UU: Standards of Performance for Asphalt Processing and Asphalt Roofing Manufacture NSPS (Part 60), GGG: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for which Construction, Reconstruction, or Modification Commenced After January 4, 1983, and on or Before November 7, 2006 NSPS (Part 60), GGGa: Standards of Performance for Equipment Leaks of VOC in Petroleum Refineries for Which Construction, Reconstruction, or Modification Commenced After November 7, 2006 NSPS (Part 60), QQQ: Standards of Performance for VOC Emissions From Petroleum Refinery Wastewater Systems NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines NESHAP (Part 61), A: General Provisions NESHAP (Part 61), FF: National Emission Standard for Benzene Waste Operations MACT (Part 63), A: General Provisions MACT (Part 63), R: National Emission Standards for Gasoline Distribution Facilities (Bulk Gasoline Terminals and Pipeline Breakout Stations) MACT (Part 63), CC: National Emission Standards for Hazardous Air Pollutants From Petroleum Refineries MACT (Part 63), UUU: National Emission Standards for Hazardous Air Pollutants for Petroleum Refineries: Catalytic Cracking Units, Catalytic Reforming Units, and Sulfur Recovery Units MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines MACT (Part 63), GGGGG: National Emission Standards for Hazardous Air Pollutants: Site Remediation Title V (Part 70) Major Source","On May 17, 2024, May 1, 2025, and May 28, 2025, HF Sinclair submitted various NOIs for several small changes. These include two (2) new NGL loading/unloading rail spots, applying a SO2 limit voluntary reduction in compliance with 40 CFR 60 Subpart Ja, and the removal of three (3) tanks from the equipment list. The only change in emissions from these projects is a small increase in VOC/HAP fugitive emissions from the equipment in VOC service associated with the new rail spots.",0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.11,608540.19,706.2,278.31,58.75,45.52,84.1,244.97,30.86
